,_id,iterationName,eventType,finalCount,gameID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trialNum,sectionTrial,cardinality,base,target,response,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,writingTime,initTime,endTime,gender,age,comments,understood,totalLength,distracted,distractedGame,failedGame,failedOutlier,complete,nonsenseGame
1999,61e05622aa09f84b60e4b800,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.64,164.0,59.0,5.0,5.0,4,tu-he,tuni,0.0,2.0,{},1642091978361.0,1642092062593.0,87657.0,3425.0,2036,1389.0,1642091605146.0,1642092066018.0,,,,,,False,False,False,False,True,False
2000,61e0562daa09f84b60e4b801,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.03,3.0,2.0,2.0,2.0,4,se,2=se,0.0,0.0,{},1642092050683.0,1642092050683.0,27214.0,27214.0,18422,8792.0,1642091920745.0,1642092077898.0,,,,,,False,False,False,False,True,False
2001,61e05633aa09f84b60e4b802,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.67,167.0,60.0,6.0,6.0,4,tu-ni,tuni,1.0,0.0,{},1642092067036.0,1642092067036.0,15323.0,15323.0,2071,13252.0,1642091605146.0,1642092082359.0,,,,,,False,False,False,False,True,False
2002,61e05637aa09f84b60e4b803,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.03,3.0,2.0,2.0,2.0,4,se,2=se,0.0,0.0,{},1642092078902.0,1642092078902.0,8909.0,8909.0,3611,5298.0,1642091920745.0,1642092087811.0,,,,,,False,False,False,False,True,False
2003,61e05639aa09f84b60e4b804,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.7,170.0,61.0,7.0,7.0,4,tu-ko,tuko,1.0,0.0,{},1642092083374.0,1642092083374.0,5195.0,5195.0,979,4216.0,1642091605146.0,1642092088569.0,,,,,,False,False,False,False,True,False
2004,61e0563eaa09f84b60e4b805,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.73,173.0,62.0,8.0,8.0,4,ni-tu,nitu,1.0,0.0,{},1642092089588.0,1642092089588.0,4472.0,4472.0,2723,1749.0,1642091605146.0,1642092094060.0,,,,,,False,False,False,False,True,False
2005,61e05640aa09f84b60e4b806,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.05,5.0,2.0,2.0,2.0,4,se,se,1.0,1.0,{},1642092078902.0,1642092087815.0,17526.0,8613.0,7476,1137.0,1642091920745.0,1642092096428.0,,,,,,False,False,False,False,True,False
2006,61e05645aa09f84b60e4b807,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.76,176.0,63.0,9.0,9.0,4,ni-tu-he,nituhe,1.0,0.0,{},1642092095086.0,1642092095086.0,5353.0,5353.0,2735,2618.0,1642091605146.0,1642092100439.0,,,,,,False,False,False,False,True,False
2007,61e05648aa09f84b60e4b808,run1,quiz,True,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.79,179.0,64.0,0.0,10.0,4,ni-tu-ni,nituni,1.0,0.0,{},1642092101469.0,1642092101469.0,2557.0,2557.0,742,1815.0,1642091605146.0,1642092104026.0,,,,,,False,False,False,False,True,False
2008,61e0564baa09f84b60e4b809,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.08,8.0,3.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092097433.0,1642092097433.0,10083.0,10083.0,9186,897.0,1642091920745.0,1642092107516.0,,,,,,False,False,False,False,True,False
2009,61e0564faa09f84b60e4b80a,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.11,11.0,4.0,2.0,2.0,4,se,se,1.0,0.0,{},1642092108521.0,1642092108521.0,2555.0,2555.0,1601,954.0,1642091920745.0,1642092111076.0,,,,,,False,False,False,False,True,False
2011,61e05654aa09f84b60e4b80c,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.11,11.0,5.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092112082.0,1642092112082.0,4234.0,4234.0,3488,746.0,1642091920745.0,1642092116316.0,,,,,,False,False,False,False,True,False
2012,61e0565baa09f84b60e4b80d,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.14,14.0,5.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092117321.0,1642092117321.0,5731.0,5731.0,4793,938.0,1642091920745.0,1642092123052.0,,,,,,False,False,False,False,True,False
2013,61e05661aa09f84b60e4b80e,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.17,17.0,6.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092124057.0,1642092124057.0,5475.0,5475.0,4553,922.0,1642091920745.0,1642092129532.0,,,,,,False,False,False,False,True,False
2015,61e05665aa09f84b60e4b810,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.2,20.0,7.0,2.0,2.0,4,se,se,1.0,0.0,{},1642092130536.0,1642092130536.0,2740.0,2740.0,1931,809.0,1642091920745.0,1642092133276.0,,,,,,False,False,False,False,True,False
2016,61e05667aa09f84b60e4b811,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.23,23.0,8.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092134281.0,1642092134281.0,1338.0,1339.0,705,634.0,1642091920745.0,1642092135620.0,,,,,,False,False,False,False,True,False
2017,61e0566daa09f84b60e4b812,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.23,23.0,9.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092136625.0,1642092136625.0,5267.0,5267.0,2656,2611.0,1642091920745.0,1642092141892.0,,,,,,False,False,False,False,True,False
2018,61e05673aa09f84b60e4b813,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.26,26.0,9.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092142897.0,1642092142897.0,4395.0,4395.0,3330,1065.0,1642091920745.0,1642092147292.0,,,,,,False,False,False,False,True,False
2019,61e05674aa09f84b60e4b814,run1,tutorial,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0,0.0,1.0,1.0,1.0,3,ku,ku,1.0,0.0,{},1642092137718.0,1642092137718.0,9242.0,9242.0,1797,7445.0,1642092135492.0,1642092146962.0,,,,,,False,False,False,False,True,False
2020,61e05678aa09f84b60e4b815,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.29,29.0,10.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092148297.0,1642092148297.0,4420.0,4420.0,3233,1187.0,1642091920745.0,1642092152718.0,,,,,,False,False,False,False,True,False
2021,61e0567aaa09f84b60e4b816,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.03,3.0,1.0,1.0,1.0,3,ku,ku,1.0,0.0,{},1642092147999.0,1642092147999.0,4842.0,4842.0,1128,3714.0,1642092135492.0,1642092152841.0,,,,,,False,False,False,False,True,False
2022,61e0567caa09f84b60e4b817,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.32,32.0,11.0,2.0,2.0,4,se,se,1.0,0.0,{},1642092153721.0,1642092153721.0,2412.0,2412.0,2010,402.0,1642091920745.0,1642092156133.0,,,,,,False,False,False,False,True,False
2023,61e05680aa09f84b60e4b818,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.35,35.0,12.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092157137.0,1642092157137.0,3252.0,3252.0,2203,1049.0,1642091920745.0,1642092160390.0,,,,,,False,False,False,False,True,False
2024,61e05680aa09f84b60e4b819,run1,tutorial,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.03,3.0,2.0,2.0,2.0,3,ne,ne,1.0,0.0,{},1642092153872.0,1642092153872.0,5428.0,5428.0,942,4486.0,1642092135492.0,1642092159301.0,,,,,,False,False,False,False,True,False
2025,61e05683aa09f84b60e4b81a,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.38,38.0,13.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092161395.0,1642092161395.0,2059.0,2059.0,1042,1017.0,1642091920745.0,1642092163454.0,,,,,,False,False,False,False,True,False
2026,61e05688aa09f84b60e4b81b,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.06,6.0,2.0,2.0,2.0,3,ne,ne,1.0,0.0,{},1642092160330.0,1642092160330.0,6511.0,6511.0,2962,3549.0,1642092135492.0,1642092166842.0,,,,,,False,False,False,False,True,False
2027,61e0568daa09f84b60e4b81c,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.38,38.0,14.0,5.0,5.0,4,ki-ho,kiho,1.0,0.0,{},1642092164459.0,1642092164459.0,9225.0,9225.0,6129,3096.0,1642091920745.0,1642092173684.0,,,,,,False,False,False,False,True,False
2028,61e0568faa09f84b60e4b81d,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.06,6.0,3.0,1.0,1.0,3,ku,ti,0.0,0.0,{},1642092167871.0,1642092167871.0,6663.0,6663.0,3248,3415.0,1642092135492.0,1642092174534.0,,,,,,False,False,False,False,True,False
2029,61e05695aa09f84b60e4b81e,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.06,6.0,3.0,1.0,1.0,3,ku,tu,0.0,1.0,{},1642092167871.0,1642092174550.0,12104.0,5425.0,2518,2907.0,1642092135492.0,1642092179975.0,,,,,,False,False,False,False,True,False
2030,61e05696aa09f84b60e4b81f,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.41,41.0,14.0,5.0,5.0,4,ki-ho,kiho,1.0,0.0,{},1642092174688.0,1642092174688.0,7302.0,7302.0,5989,1313.0,1642091920745.0,1642092181990.0,,,,,,False,False,False,False,True,False
2031,61e0569aaa09f84b60e4b820,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.44,44.0,15.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092182994.0,1642092182994.0,3715.0,3715.0,2715,1000.0,1642091920745.0,1642092186709.0,,,,,,False,False,False,False,True,False
2032,61e0569aaa09f84b60e4b821,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.06,6.0,3.0,1.0,1.0,3,ku,ni,0.0,2.0,{},1642092167871.0,1642092179991.0,17781.0,5661.0,1807,3854.0,1642092135492.0,1642092185652.0,,,,,,False,False,False,False,True,False
2033,61e0569daa09f84b60e4b822,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.47,47.0,16.0,2.0,2.0,4,se,se,1.0,0.0,{},1642092187715.0,1642092187715.0,1987.0,1987.0,1617,370.0,1642091920745.0,1642092189702.0,,,,,,False,False,False,False,True,False
2034,61e056a1aa09f84b60e4b823,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.5,50.0,17.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092190707.0,1642092190707.0,2555.0,2555.0,1961,594.0,1642091920745.0,1642092193262.0,,,,,,False,False,False,False,True,False
2035,61e056a5aa09f84b60e4b824,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.53,53.0,18.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092194267.0,1642092194267.0,2970.0,2970.0,2049,921.0,1642091920745.0,1642092197237.0,,,,,,False,False,False,False,True,False
2036,61e056a9aa09f84b60e4b825,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.56,56.0,19.0,5.0,5.0,4,ki-ho,kiho,1.0,0.0,{},1642092198242.0,1642092198242.0,3315.0,3315.0,1754,1561.0,1642091920745.0,1642092201557.0,,,,,,False,False,False,False,True,False
2037,61e056aeaa09f84b60e4b826,run1,generalization,,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.82,182.0,,,,4,"['he', 'ni', 'ko', 'tu', 'tu-he', 'tu-ni', 'tu-ko', 'ni-tu', 'ni-tu-he', 'ni-tu-ni', 'ni-tu-ko', 'ko-tu', 'ko-tu-he', 'ko-tu-ni', 'ko-tu-ko']","{'1': ['he'], '2': ['ni'], '3': ['ko'], '4': ['tu'], '5': ['tuhi'], '6': ['tuni'], '7': ['tuko'], '8': ['nitu'], '9': ['nituhe'], '10': ['nituni'], '11': ['nituhi'], '12': ['nituni'], '13': ['nituko'], '14': ['nitutu'], '15': ['nituhi']}",,,{},1642092105106.0,,,,"{'1': [6780, 7429], '2': [12883], '3': [2455], '4': [1462], '5': [5005], '6': [3324], '7': [2354], '8': [3875], '9': [5900], '10': [4486], '11': [8003, 5944], '12': [7664], '13': [4492], '14': [3050], '15': [5944]}",,1642091605146.0,1642092205545.0,,,,,,False,False,False,False,True,False
2038,61e056b0aa09f84b60e4b827,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.56,56.0,20.0,6.0,6.0,4,ki-se,kise,1.0,0.0,{},1642092202561.0,1642092202561.0,6164.0,6164.0,4051,2113.0,1642091920745.0,1642092208725.0,,,,,,False,False,False,False,True,False
2039,61e056b7aa09f84b60e4b828,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.09,9.0,4.0,2.0,2.0,3,ne,ne,1.0,0.0,{},1642092186668.0,1642092186668.0,27150.0,27150.0,21901,5249.0,1642092135492.0,1642092213818.0,,,,,,False,False,False,False,True,False
2040,61e056b9aa09f84b60e4b829,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.59,59.0,20.0,6.0,6.0,4,ki-se,kise,1.0,0.0,{},1642092209729.0,1642092209729.0,7509.0,7509.0,5828,1681.0,1642091920745.0,1642092217238.0,,,,,,False,False,False,False,True,False
2041,61e056bdaa09f84b60e4b82a,run1,tutorial,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.09,9.0,5.0,3.0,3.0,3,si,si,1.0,0.0,{},1642092214847.0,1642092214847.0,5044.0,5044.0,2687,2357.0,1642092135492.0,1642092219892.0,,,,,,False,False,False,False,True,False
2042,61e056beaa09f84b60e4b82b,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.62,62.0,21.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092218244.0,1642092218244.0,3930.0,3930.0,3216,714.0,1642091920745.0,1642092222174.0,,,,,,False,False,False,False,True,False
2043,61e056c4aa09f84b60e4b82c,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.62,62.0,22.0,2.0,2.0,4,se,na,0.0,0.0,{},1642092223180.0,1642092223180.0,4794.0,4794.0,2977,1817.0,1642091920745.0,1642092227974.0,,,,,,False,False,False,False,True,False
2044,61e056c6aa09f84b60e4b82d,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.09,9.0,5.0,3.0,3.0,3,si,S,0.0,0.0,{},1642092220919.0,1642092220919.0,8289.0,8289.0,6921,1368.0,1642092135492.0,1642092229208.0,,,,,,False,False,False,False,True,False
2045,61e056c8aa09f84b60e4b82e,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.11,11.0,5.0,3.0,3.0,3,si,si,1.0,1.0,{},1642092220919.0,1642092229218.0,9903.0,1604.0,65,1539.0,1642092135492.0,1642092230823.0,,,,,,False,False,False,False,True,False
2046,61e056c8aa09f84b60e4b82f,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.64,64.0,22.0,2.0,2.0,4,se,se,1.0,1.0,{},1642092223180.0,1642092227977.0,9370.0,4573.0,3883,690.0,1642091920745.0,1642092232550.0,,,,,,False,False,False,False,True,False
2047,61e056ccaa09f84b60e4b830,run1,survey,,G24,,,,5f16bc9496b2453bc7739c0b,61df8999cc7c1c6984f5f11d,61e0503f953fba8d13b86f7f,$1.82,182.0,,,,4,,,,,{},,,,,,,1642091605146.0,1642092235196.0,female,24,,no,630062.0,False,False,False,False,True,False
2048,61e056ccaa09f84b60e4b831,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.67,67.0,23.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092233555.0,1642092233555.0,2947.0,2947.0,2458,489.0,1642091920745.0,1642092236502.0,,,,,,False,False,False,False,True,False
2049,61e056cdaa09f84b60e4b832,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.14,14.0,6.0,1.0,1.0,3,ku,ku,1.0,0.0,{},1642092231849.0,1642092231849.0,4357.0,4357.0,1681,2676.0,1642092135492.0,1642092236207.0,,,,,,False,False,False,False,True,False
2050,61e056d2aa09f84b60e4b833,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.17,17.0,7.0,2.0,2.0,3,ne,ne,1.0,0.0,{},1642092237232.0,1642092237232.0,4213.0,4213.0,1116,3097.0,1642092135492.0,1642092241445.0,,,,,,False,False,False,False,True,False
2051,61e056d2aa09f84b60e4b834,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.7,70.0,24.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092237508.0,1642092237508.0,5186.0,5186.0,3257,1929.0,1642091920745.0,1642092242694.0,,,,,,False,False,False,False,True,False
2052,61e056d7aa09f84b60e4b835,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.2,20.0,8.0,3.0,3.0,3,si,si,1.0,0.0,{},1642092242472.0,1642092242472.0,4175.0,4175.0,1687,2488.0,1642092135492.0,1642092246647.0,,,,,,False,False,False,False,True,False
2053,61e056d7aa09f84b60e4b836,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.7,70.0,25.0,5.0,5.0,4,ki-ho,kise,0.0,0.0,{},1642092243700.0,1642092243700.0,4242.0,4242.0,3065,1177.0,1642091920745.0,1642092247942.0,,,,,,False,False,False,False,True,False
2054,61e056dcaa09f84b60e4b837,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.72,72.0,25.0,5.0,5.0,4,ki-ho,kiho,1.0,1.0,{},1642092243700.0,1642092247945.0,9050.0,4805.0,3236,1569.0,1642091920745.0,1642092252750.0,,,,,,False,False,False,False,True,False
2055,61e056e1aa09f84b60e4b838,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.75,75.0,26.0,6.0,6.0,4,ki-se,kise,1.0,0.0,{},1642092253756.0,1642092253756.0,3690.0,3690.0,2464,1226.0,1642091920745.0,1642092257446.0,,,,,,False,False,False,False,True,False
2056,61e056e3aa09f84b60e4b839,run1,tutorial,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.2,20.0,9.0,4.0,4.0,3,si-ku,siku,1.0,0.0,{},1642092247675.0,1642092247675.0,11024.0,11024.0,5569,5455.0,1642092135492.0,1642092258700.0,,,,,,False,False,False,False,True,False
2057,61e056e6aa09f84b60e4b83a,run1,tutorial,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.75,75.0,27.0,7.0,7.0,4,ki-na,kina,1.0,0.0,{},1642092258451.0,1642092258451.0,4107.0,4107.0,2057,2050.0,1642091920745.0,1642092262558.0,,,,,,False,False,False,False,True,False
2058,61e056ecaa09f84b60e4b83b,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.78,78.0,27.0,7.0,7.0,4,ki-na,kina,1.0,0.0,{},1642092263563.0,1642092263563.0,4715.0,4715.0,3489,1226.0,1642091920745.0,1642092268278.0,,,,,,False,False,False,False,True,False
2059,61e056f5aa09f84b60e4b83c,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.23,23.0,9.0,4.0,4.0,3,si-ku,siku,1.0,0.0,{},1642092259727.0,1642092259727.0,16748.0,16748.0,10905,5843.0,1642092135492.0,1642092276475.0,,,,,,False,False,False,False,True,False
2060,61e056f6aa09f84b60e4b83d,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.81,81.0,28.0,1.0,1.0,4,ho,ho,1.0,0.0,{},1642092269282.0,1642092269282.0,9277.0,9277.0,2562,6715.0,1642091920745.0,1642092278559.0,,,,,,False,False,False,False,True,False
2061,61e056faaa09f84b60e4b83e,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.84,84.0,29.0,2.0,2.0,4,se,se,1.0,0.0,{},1642092279563.0,1642092279564.0,2764.0,2763.0,2154,609.0,1642091920745.0,1642092282327.0,,,,,,False,False,False,False,True,False
2062,61e056fbaa09f84b60e4b83f,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.26,26.0,10.0,1.0,1.0,3,ku,ku,1.0,0.0,{},1642092277499.0,1642092277499.0,4692.0,4692.0,1984,2708.0,1642092135492.0,1642092282192.0,,,,,,False,False,False,False,True,False
2063,61e056fdaa09f84b60e4b840,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.87,87.0,30.0,3.0,3.0,4,na,na,1.0,0.0,{},1642092283332.0,1642092283332.0,2260.0,2260.0,1666,594.0,1642091920745.0,1642092285592.0,,,,,,False,False,False,False,True,False
2064,61e05700aa09f84b60e4b841,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.9,90.0,31.0,4.0,4.0,4,ki,ki,1.0,0.0,{},1642092286597.0,1642092286597.0,2362.0,2362.0,1433,929.0,1642091920745.0,1642092288959.0,,,,,,False,False,False,False,True,False
2065,61e05701aa09f84b60e4b842,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.29,29.0,11.0,2.0,2.0,3,ne,ne,1.0,0.0,{},1642092283217.0,1642092283217.0,4705.0,4705.0,1062,3643.0,1642092135492.0,1642092287922.0,,,,,,False,False,False,False,True,False
2066,61e05705aa09f84b60e4b843,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.93,93.0,32.0,5.0,5.0,4,ki-ho,kiho,1.0,0.0,{},1642092289965.0,1642092289965.0,3082.0,3082.0,1233,1849.0,1642091920745.0,1642092293047.0,,,,,,False,False,False,False,True,False
2067,61e05707aa09f84b60e4b844,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.32,32.0,12.0,3.0,3.0,3,si,si,1.0,0.0,{},1642092288948.0,1642092288948.0,5732.0,5732.0,1233,4499.0,1642092135492.0,1642092294681.0,,,,,,False,False,False,False,True,False
2068,61e0570caa09f84b60e4b845,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.96,96.0,33.0,6.0,6.0,4,ki-se,kise,1.0,0.0,{},1642092294053.0,1642092294053.0,6762.0,6762.0,3817,2945.0,1642091920745.0,1642092300815.0,,,,,,False,False,False,False,True,False
2069,61e0570daa09f84b60e4b846,run1,quiz,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.35,35.0,13.0,4.0,4.0,3,si-ku,siku,1.0,0.0,{},1642092295706.0,1642092295706.0,4713.0,4713.0,1122,3591.0,1642092135492.0,1642092300419.0,,,,,,False,False,False,False,True,False
2070,61e05710aa09f84b60e4b847,run1,quiz,False,G26,,,,60e43d16eb3536f1618652fb,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.99,99.0,34.0,7.0,7.0,4,ki-na,kina,1.0,0.0,{},1642092301819.0,1642092301819.0,2493.0,2493.0,1347,1146.0,1642091920745.0,1642092304312.0,,,,,,False,False,False,False,True,False
2071,61e05716aa09f84b60e4b848,run1,tutorial,False,G27,,,,61294f256e188cea756a03e6,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.35,35.0,14.0,5.0,5.0,3,si-ne,sine,1.0,0.0,{},1642092301447.0,1642092301447.0,8130.0,8130.0,1426,6704.0,1642092135492.0,1642092309577.0,,,,,,False,False,False,False,True,False
